2025-08-25 22:34:36.078684,ARP Spoofing Detected! IP 192.168.1.1 is being spoofed by 6c:4f:89:f6:28:81
2025-08-25 22:35:09.350396,ARP Spoofing Detected! IP 192.168.1.1 is being spoofed by 6c:4f:89:f6:28:81
2025-08-25 22:35:49.899508,ARP Spoofing Detected! IP 192.168.1.1 is being spoofed by 6c:4f:89:f6:28:81
2025-08-25 22:36:24.101447,ARP Spoofing Detected! IP 192.168.1.1 is being spoofed by 6c:4f:89:f6:28:81
